"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000002","PUBLISHED","2010","AMR","","BRA","BTSX","63.9","63.94749","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","BRA","BTSX","20.8","20.81183","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","BRA","BTSX","15.6","15.60943","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","BRB","MLE","74.5","74.46426","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","BRB","MLE","66.4","66.44080","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","BRB","MLE","20.8","20.80834","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","BRB","MLE","16.4","16.43344","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","BRB","FMLE","67.5","67.51630","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","BRB","FMLE","21.7","21.69327","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","BRB","FMLE","17.0","16.97523","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","BRB","FMLE","77.4","77.35789","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","BRB","BTSX","21.3","21.29921","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","BRB","BTSX","16.7","16.73466","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","BRB","BTSX","76.2","76.21642","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BRB","BTSX","67.2","67.20808","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","BRN","MLE","18.4","18.40824","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","BRN","MLE","13.8","13.79561","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","BRN","MLE","73.4","73.37622","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","BRN","MLE","65.2","65.15843","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","BRN","FMLE","14.7","14.69248","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","BRN","FMLE","75.5","75.50254","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","BRN","FMLE","66.3","66.27635","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","BRN","FMLE","19.4","19.35874","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","BRN","BTSX","74.4","74.40452","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","BRN","BTSX","65.7","65.70512","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","BRN","BTSX","19.0","19.02835","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","BRN","BTSX","14.3","14.34635","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","BTN","MLE","71.1","71.05044","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","BTN","MLE","62.5","62.45887","","","","",""
"WHOSIS_000015","PUBLISHED","2015","SEAR","","BTN","MLE","18.7","18.71894","","","","",""
"WHOSIS_000007","PUBLISHED","2015","SEAR","","BTN","MLE","14.3","14.26440","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","BTN","MLE","72.0","72.03266","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","BTN","FMLE","62.7","62.74086","","","","",""
"WHOSIS_000015","PUBLISHED","2015","SEAR","","BTN","FMLE","19.7","19.71625","","","","",""
"WHOSIS_000007","PUBLISHED","2015","SEAR","","BTN","FMLE","14.5","14.53389","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","BTN","FMLE","74.4","74.38692","","","","",""
"WHOSIS_000015","PUBLISHED","2015","SEAR","","BTN","BTSX","19.2","19.16051","","","","",""
"WHOSIS_000007","PUBLISHED","2015","SEAR","","BTN","BTSX","14.4","14.38384","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","BTN","BTSX","73.1","73.10910","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","BTN","BTSX","63.4","63.35704","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","BWA","MLE","10.1","10.07099","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","BWA","MLE","58.9","58.94968","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BWA","MLE","51.9","51.92612","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","BWA","MLE","14.2","14.16167","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","BWA","FMLE","12.8","12.83744","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","BWA","FMLE","65.5","65.45545","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BWA","FMLE","55.8","55.81232","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","BWA","FMLE","18.0","17.97302","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","BWA","BTSX","62.2","62.24785","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BWA","BTSX","53.9","53.88674","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","BWA","BTSX","16.2","16.24883","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","BWA","BTSX","11.8","11.78872","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","CAF","MLE","44.5","44.47889","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","CAF","MLE","11.3","11.31051","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","CAF","MLE","8.6","8.64297","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","CAF","FMLE","45.5","45.52407","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","CAF","FMLE","48.4","48.44421","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","CAF","FMLE","14.9","14.85052","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","CAF","FMLE","11.1","11.13278","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","CAF","BTSX","44.3","44.33932","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CAF","BTSX","38.7","38.69343","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","CAF","BTSX","13.2","13.16634","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","CAF","BTSX","10.0","9.95086","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","CAN","MLE","76.5","76.54477","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CAN","MLE","68.1","68.11279","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","CAN","MLE","18.2","18.20560","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","CAN","FMLE","81.5","81.54800","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CAN","FMLE","70.6","70.64491","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","CAN","FMLE","24.3","24.26888","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","CAN","BTSX","79.1","79.09756","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CAN","BTSX","69.4","69.41611","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","CAN","BTSX","22.5","22.51449","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AMR","","CAN","BTSX","17.3","17.31951","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","CHE","MLE","76.9","76.89114","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","CHE","MLE","67.9","67.87284","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","CHE","MLE","20.8","20.83634","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","CHE","MLE","16.2","16.22191","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","CHE","FMLE","70.6","70.56551","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","CHE","FMLE","24.8","24.80434","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","CHE","FMLE","18.9","18.87354","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","CHE","FMLE","84.2","84.18406","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","CHE","BTSX","23.0","22.99131","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","CHE","BTSX","17.7","17.65919","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","CHE","BTSX","82.2","82.19350","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","CHE","BTSX","71.4","71.37307","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","CHL","MLE","19.2","19.24646","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AMR","","CHL","MLE","15.1","15.10663","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CHL","MLE","75.5","75.48460","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","CHL","MLE","67.0","67.01514","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","CHL","MLE","20.4","20.40373","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AMR","","CHL","FMLE","17.5","17.46758","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CHL","FMLE","81.3","81.30399","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","CHL","FMLE","69.8","69.82394","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","CHL","FMLE","24.2","24.21569","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CHL","BTSX","78.5","78.46236","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","CHL","BTSX","68.5","68.46238","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","CHL","BTSX","22.5","22.45455","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","CHL","BTSX","17.2","17.18225","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","CHN","MLE","65.3","65.34528","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","CHN","MLE","17.9","17.85859","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","CHN","MLE","14.0","14.00463","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","CHN","MLE","73.9","73.85298","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","CHN","FMLE","68.2","68.22758","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","CHN","FMLE","21.5","21.52052","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","CHN","FMLE","15.9","15.92688","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","CHN","FMLE","79.9","79.87157","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","CHN","BTSX","19.6","19.57869","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","CHN","BTSX","14.9","14.90901","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","CHN","BTSX","76.6","76.64185","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","CHN","BTSX","68.0","68.01219","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","CIV","MLE","10.8","10.75251","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CIV","MLE","58.0","57.98104","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CIV","MLE","51.3","51.26978","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","CIV","MLE","15.1","15.06924","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","CIV","FMLE","12.8","12.80973","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CIV","FMLE","63.0","62.96370","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CIV","FMLE","54.1","54.09176","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","CIV","FMLE","18.1","18.14327","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","CIV","FMLE","13.3","13.27322","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CIV","BTSX","60.2","60.19939","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CIV","BTSX","52.5","52.52022","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","CIV","BTSX","16.4","16.39392","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","CIV","BTSX","12.2","12.18187","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CMR","MLE","50.9","50.92047","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","CMR","MLE","15.0","15.02234","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","CMR","MLE","11.4","11.44157","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","CMR","MLE","60.3","60.28629","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","CMR","FMLE","17.7","17.71414","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","CMR","FMLE","13.1","13.06185","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","CMR","FMLE","64.5","64.49857","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","CMR","FMLE","55.6","55.60479","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","CMR","BTSX","16.4","16.40722","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AFR","","CMR","BTSX","12.3","12.27554","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","CMR","BTSX","62.4","62.35601","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","CMR","BTSX","54.5","54.51807","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","AFG","MLE","46.9","46.93113","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EMR","","AFG","MLE","10.2","10.22541","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","AFG","MLE","15.7","15.67539","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","AFG","MLE","63.3","63.28709","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EMR","","AFG","FMLE","10.1","10.11293","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","AFG","FMLE","50.7","50.74652","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","AFG","FMLE","15.5","15.51821","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","AFG","FMLE","63.2","63.15551","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EMR","","AFG","BTSX","10.2","10.16798","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","AFG","BTSX","51.1","51.13087","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","AFG","BTSX","63.2","63.20990","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","AFG","BTSX","15.2","15.21116","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","AGO","MLE","9.7","9.66284","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","AGO","MLE","49.3","49.27284","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","AGO","MLE","60.7","60.70384","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","AGO","MLE","15.4","15.37612","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","AGO","FMLE","52.0","51.97081","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","AGO","FMLE","12.9","12.94383","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","AGO","FMLE","65.5","65.51968","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","AGO","FMLE","18.6","18.55177","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","AGO","BTSX","50.6","50.56540","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","AGO","BTSX","11.9","11.90608","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","AGO","BTSX","17.0","16.98254","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ALB","MLE","70.7","70.65347","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ALB","MLE","66.3","66.33651","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","ALB","MLE","15.7","15.67845","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","ALB","MLE","20.2","20.21802","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ALB","FMLE","76.9","76.91914","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","ALB","FMLE","17.7","17.71132","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ALB","FMLE","70.1","70.12115","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","ALB","FMLE","21.9","21.94139","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ALB","BTSX","73.5","73.54528","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","ALB","BTSX","16.7","16.70629","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ALB","BTSX","69.0","69.02539","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","ARE","MLE","72.2","72.19550","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","","ARE","MLE","18.0","17.97226","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EMR","","ARE","MLE","13.9","13.85226","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","ARE","MLE","65.3","65.26273","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","ARE","MLE","13.7","13.73477","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","ARE","FMLE","75.1","75.05625","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","","ARE","FMLE","19.8","19.83245","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","ARE","FMLE","65.7","65.71811","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","ARE","FMLE","14.9","14.92032","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","ARE","BTSX","73.2","73.18027","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","","ARE","BTSX","18.7","18.68954","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","ARE","BTSX","74.9","74.86285","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","ARE","BTSX","65.4","65.44885","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","ARE","BTSX","14.1","14.08675","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","ARG","MLE","17.6","17.58203","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","ARG","MLE","72.1","72.14228","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","ARG","MLE","64.9","64.94321","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","ARG","MLE","14.7","14.65216","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ARG","MLE","65.4","65.40311","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","ARG","FMLE","22.5","22.51760","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","ARG","FMLE","78.6","78.63397","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","ARG","FMLE","17.6","17.63098","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ARG","FMLE","68.8","68.76596","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","ARG","BTSX","75.4","75.43737","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","ARG","BTSX","20.6","20.62202","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","ARG","BTSX","16.2","16.23910","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ARG","BTSX","67.1","67.12776","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","ARM","MLE","69.4","69.38869","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","ARM","MLE","16.8","16.76439","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ARM","MLE","64.9","64.88280","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","ARM","MLE","14.2","14.24673","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","ARM","FMLE","76.6","76.61044","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","ARM","FMLE","20.5","20.52249","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ARM","FMLE","69.1","69.10166","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","ARM","FMLE","16.9","16.91868","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","ARM","BTSX","18.8","18.79116","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ARM","BTSX","74.5","74.51096","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ARM","BTSX","67.1","67.11749","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","ARM","BTSX","15.7","15.72817","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","ATG","MLE","19.1","19.13809","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","ATG","MLE","74.4","74.43078","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","ATG","MLE","15.3","15.27109","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","ATG","FMLE","67.0","67.04361","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","ATG","FMLE","21.8","21.77437","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","ATG","FMLE","77.8","77.75526","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","ATG","FMLE","16.3","16.34362","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","ATG","BTSX","65.5","65.53024","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","ATG","BTSX","76.1","76.13984","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","ATG","BTSX","20.4","20.43042","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","ATG","BTSX","15.8","15.82564","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","AUS","MLE","67.2","67.16424","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","AUS","MLE","80.4","80.40707","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","AUS","MLE","23.7","23.71678","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","AUS","FMLE","70.0","69.97304","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","AUS","FMLE","18.4","18.44876","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","AUS","FMLE","84.2","84.16809","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","AUS","FMLE","26.3","26.26551","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","AUS","BTSX","68.6","68.57265","","","","",""
