"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000002","PUBLISHED","2019","EMR","","IRN","MLE","66.0","65.96532","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","IRN","MLE","21.2","21.17722","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","IRN","FMLE","79.1","79.09346","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","IRN","FMLE","66.5","66.52402","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","IRN","FMLE","22.5","22.47921","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","IRN","FMLE","15.8","15.80920","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","IRN","BTSX","77.3","77.34517","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","IRN","BTSX","66.3","66.25681","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","IRN","BTSX","21.8","21.81571","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","IRN","BTSX","15.7","15.72123","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","IRQ","MLE","66.4","66.43359","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","IRQ","MLE","61.6","61.62590","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","IRQ","MLE","17.6","17.61909","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","IRQ","MLE","13.3","13.31751","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","IRQ","FMLE","71.3","71.25191","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","IRQ","FMLE","20.7","20.65984","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","IRQ","FMLE","15.0","15.00202","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","IRQ","BTSX","68.8","68.77211","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","IRQ","BTSX","59.5","59.52388","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","IRQ","BTSX","19.2","19.18437","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","IRQ","BTSX","14.2","14.18650","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ISL","MLE","77.7","77.74491","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISL","MLE","69.3","69.27760","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","ISL","MLE","21.2","21.18249","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","ISL","MLE","18.6","18.62035","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ISL","FMLE","81.6","81.63809","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISL","FMLE","70.3","70.33992","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","ISL","FMLE","24.0","23.96668","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ISL","BTSX","79.7","79.70157","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISL","BTSX","69.8","69.82331","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","ISL","BTSX","22.6","22.62352","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","ISL","BTSX","17.4","17.41697","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISR","MLE","68.4","68.42462","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","ISR","MLE","20.6","20.56894","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","ISR","MLE","16.4","16.35182","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","ISR","MLE","79.6","79.61967","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","ISR","FMLE","69.9","69.94100","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","ISR","FMLE","23.1","23.12850","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","ISR","FMLE","17.7","17.71288","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","ISR","FMLE","83.3","83.34052","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ISR","FMLE","71.8","71.83548","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","ISR","BTSX","21.9","21.94996","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","ISR","BTSX","17.1","17.08817","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","ISR","BTSX","81.6","81.55505","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ISR","BTSX","71.4","71.41578","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","ITA","MLE","15.6","15.57554","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","ITA","MLE","79.4","79.37474","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ITA","MLE","70.0","69.97733","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","ITA","MLE","22.4","22.35595","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","ITA","FMLE","18.4","18.36706","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","ITA","FMLE","84.2","84.22002","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ITA","FMLE","72.2","72.18626","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","ITA","FMLE","26.1","26.09557","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","ITA","FMLE","19.6","19.58237","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","ITA","BTSX","81.9","81.89587","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ITA","BTSX","71.1","71.14208","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","ITA","BTSX","24.4","24.36534","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","ITA","BTSX","18.4","18.43608","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","JAM","MLE","65.3","65.27200","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","JAM","MLE","19.7","19.65390","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","JAM","MLE","15.3","15.32239","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","JAM","MLE","74.1","74.10396","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","JAM","FMLE","23.8","23.78668","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","JAM","FMLE","18.2","18.22146","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","JAM","FMLE","77.7","77.71300","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","JAM","FMLE","67.4","67.42108","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","JAM","BTSX","21.6","21.63150","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","JAM","BTSX","16.7","16.71141","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","JAM","BTSX","75.9","75.85057","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","JAM","BTSX","66.6","66.59290","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","JAM","BTSX","21.4","21.36091","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EMR","","JOR","MLE","15.7","15.69152","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","JOR","MLE","77.0","76.95224","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","JOR","MLE","68.0","68.04247","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","JOR","MLE","21.5","21.51323","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","JOR","FMLE","78.8","78.76654","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","JOR","FMLE","67.2","67.16661","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","JOR","FMLE","22.1","22.10253","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","JOR","FMLE","16.1","16.13038","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","JOR","BTSX","77.8","77.82230","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","JOR","BTSX","67.6","67.59341","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","JOR","BTSX","21.8","21.78687","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","JOR","BTSX","16.2","16.18277","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","JOR","BTSX","77.9","77.87197","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","JPN","MLE","72.0","72.03889","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","JPN","MLE","23.4","23.37012","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","JPN","MLE","18.4","18.38635","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","JPN","MLE","81.5","81.48871","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","JPN","FMLE","28.1","28.12194","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","JPN","FMLE","21.5","21.54365","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","JPN","FMLE","86.9","86.93782","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","JPN","FMLE","75.5","75.48193","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","JPN","BTSX","20.0","20.03910","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","JPN","BTSX","84.3","84.26138","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","JPN","BTSX","74.1","74.09376","","","","",""
"WHOSIS_000015","PUBLISHED","2019","WPR","","JPN","BTSX","26.3","26.34808","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","KAZ","MLE","12.3","12.30432","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","KAZ","MLE","70.0","69.97667","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","KAZ","MLE","62.4","62.37437","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","KAZ","MLE","16.8","16.84301","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","KAZ","FMLE","77.6","77.61427","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","KAZ","FMLE","67.4","67.39230","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","KAZ","FMLE","21.4","21.43680","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","KAZ","FMLE","16.2","16.15657","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","KAZ","BTSX","65.0","64.98934","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EUR","","KAZ","BTSX","19.5","19.46027","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EUR","","KAZ","BTSX","14.8","14.79826","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","KEN","MLE","52.8","52.84553","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","KEN","MLE","56.4","56.41041","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","KEN","MLE","16.0","15.98571","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","KEN","MLE","11.9","11.94639","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","KEN","FMLE","54.9","54.91045","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","KEN","FMLE","47.2","47.24839","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","KEN","FMLE","19.1","19.08801","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","KEN","FMLE","14.0","14.02955","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","KEN","BTSX","53.9","53.87265","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","KEN","BTSX","46.9","46.93756","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","KEN","BTSX","13.1","13.05994","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","KGZ","MLE","61.9","61.94992","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","KGZ","MLE","55.8","55.80447","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","KGZ","MLE","14.9","14.85952","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","KGZ","FMLE","70.2","70.18462","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","KGZ","FMLE","61.7","61.68103","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","KGZ","FMLE","18.3","18.26509","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","KGZ","FMLE","14.1","14.14281","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","KGZ","BTSX","66.0","65.95020","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","KGZ","BTSX","58.7","58.65565","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","","KGZ","BTSX","16.7","16.72375","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EUR","","KGZ","BTSX","13.1","13.06115","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","KHM","MLE","49.8","49.81401","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","KHM","MLE","14.4","14.41347","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","KHM","MLE","10.9","10.90412","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","KHM","MLE","64.2","64.19041","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","KHM","FMLE","17.1","17.07010","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","KHM","FMLE","12.5","12.52057","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","KHM","FMLE","70.0","70.01144","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KHM","FMLE","60.7","60.66625","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","KHM","BTSX","15.8","15.81077","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","KHM","BTSX","11.8","11.75523","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","KHM","BTSX","67.2","67.21539","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KHM","BTSX","59.0","59.00763","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","KHM","BTSX","17.2","17.21808","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","KIR","MLE","8.7","8.67535","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","KIR","MLE","54.8","54.75263","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KIR","MLE","49.3","49.34560","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","KIR","MLE","12.0","12.03399","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","KIR","FMLE","61.4","61.39478","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KIR","FMLE","53.8","53.81197","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","KIR","FMLE","14.2","14.15171","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","KIR","FMLE","10.7","10.68748","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KIR","BTSX","51.5","51.53046","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","KIR","BTSX","13.2","13.18134","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","KIR","BTSX","10.0","10.00727","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","KIR","BTSX","58.2","58.19797","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","KOR","MLE","68.7","68.69696","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","KOR","MLE","21.1","21.05080","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","KOR","MLE","16.4","16.42243","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","KOR","MLE","79.0","79.03379","","","","",""
"WHOSIS_000015","PUBLISHED","2010","WPR","","KOR","FMLE","25.9","25.88223","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","KOR","FMLE","19.7","19.69624","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","KOR","FMLE","85.1","85.12067","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","KOR","FMLE","73.7","73.73033","","","","",""
"WHOSIS_000007","PUBLISHED","2010","WPR","","KOR","BTSX","18.2","18.22314","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","KOR","BTSX","82.2","82.20299","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","KOR","BTSX","72.0","72.03045","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","KOR","BTSX","24.8","24.81965","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EMR","","KWT","MLE","17.0","17.00879","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","KWT","MLE","79.5","79.46030","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","KWT","MLE","69.7","69.73739","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","KWT","MLE","23.2","23.15733","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","KWT","MLE","17.4","17.37104","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","KWT","FMLE","83.8","83.84083","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","KWT","FMLE","71.0","71.04259","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","KWT","FMLE","25.9","25.89733","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","KWT","FMLE","18.9","18.90624","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","KWT","BTSX","70.2","70.23316","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EMR","","KWT","BTSX","24.2","24.21311","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EMR","","KWT","BTSX","18.0","17.96358","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","KWT","BTSX","81.0","80.96625","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","LAO","MLE","16.2","16.19831","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","LAO","MLE","12.4","12.41757","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","LAO","MLE","66.2","66.19006","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","LAO","MLE","59.2","59.19942","","","","",""
"WHOSIS_000015","PUBLISHED","2015","WPR","","LAO","FMLE","18.7","18.70745","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","LAO","FMLE","13.9","13.94215","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","LAO","FMLE","70.9","70.94746","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","LAO","FMLE","61.9","61.88719","","","","",""
"WHOSIS_000007","PUBLISHED","2015","WPR","","LAO","BTSX","13.2","13.21179","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","LAO","BTSX","68.5","68.51331","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","LAO","BTSX","60.5","60.51048","","","","",""
"WHOSIS_000015","PUBLISHED","2019","WPR","","LAO","BTSX","17.6","17.64838","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","LBN","MLE","74.0","74.02618","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","LBN","MLE","65.1","65.06089","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","LBN","MLE","18.8","18.76498","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","LBN","MLE","13.9","13.94966","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","LBN","FMLE","79.2","79.15109","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","LBN","FMLE","67.0","67.04510","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","LBN","FMLE","22.4","22.39937","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","LBN","FMLE","16.2","16.17533","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","LBN","BTSX","74.6","74.61004","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","LBN","BTSX","66.0","65.96324","","","","",""
"WHOSIS_000015","PUBLISHED","2019","EMR","","LBN","BTSX","20.5","20.52881","","","","",""
"WHOSIS_000007","PUBLISHED","2019","EMR","","LBN","BTSX","15.0","15.03184","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","LBR","MLE","52.9","52.89455","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AFR","","LBR","MLE","17.4","17.43153","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","LBR","MLE","12.8","12.82594","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","LBR","FMLE","54.7","54.67349","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","LBR","FMLE","46.0","45.97872","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","LBR","FMLE","12.9","12.87284","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","LBR","BTSX","53.8","53.77378","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","LBR","BTSX","45.8","45.82286","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","LBR","BTSX","15.8","15.79441","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AFR","","LBR","BTSX","12.9","12.85154","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","LBY","MLE","72.7","72.69602","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","LBY","MLE","64.2","64.18528","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","","LBY","MLE","20.0","20.01393","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","LBY","FMLE","76.3","76.27586","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","LBY","FMLE","65.0","64.98922","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","","LBY","FMLE","22.0","22.00329","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EMR","","LBY","FMLE","16.0","16.04659","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","LBY","BTSX","64.6","64.58829","","","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","","LBY","BTSX","21.0","20.98638","","","","",""
"WHOSIS_000007","PUBLISHED","2000","EMR","","LBY","BTSX","15.6","15.57367","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","LBY","BTSX","76.0","76.03725","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","LCA","MLE","62.4","62.36506","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","LCA","MLE","18.5","18.49771","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AMR","","LCA","MLE","14.2","14.24203","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","LCA","MLE","71.9","71.85686","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","LCA","MLE","63.5","63.45452","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","","LCA","FMLE","21.7","21.66045","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AMR","","LCA","FMLE","16.3","16.31787","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","LCA","FMLE","78.9","78.87186","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","LCA","FMLE","67.7","67.68249","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AMR","","LCA","BTSX","15.2","15.24767","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","LCA","BTSX","75.2","75.19670","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","LCA","BTSX","65.5","65.45253","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","LCA","BTSX","22.0","22.02484","","","","",""
"WHOSIS_000001","PUBLISHED","2010","SEAR","","LKA","MLE","69.4","69.44110","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","LKA","MLE","61.5","61.45373","","","","",""
"WHOSIS_000015","PUBLISHED","2010","SEAR","","LKA","MLE","18.1","18.06936","","","","",""
"WHOSIS_000007","PUBLISHED","2010","SEAR","","LKA","MLE","13.5","13.48458","","","","",""
"WHOSIS_000001","PUBLISHED","2010","SEAR","","LKA","FMLE","77.3","77.25994","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","LKA","FMLE","67.0","66.98593","","","","",""
"WHOSIS_000015","PUBLISHED","2010","SEAR","","LKA","FMLE","21.8","21.81660","","","","",""
"WHOSIS_000007","PUBLISHED","2010","SEAR","","LKA","FMLE","16.2","16.15490","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","LKA","BTSX","64.2","64.18698","","","","",""
"WHOSIS_000015","PUBLISHED","2010","SEAR","","LKA","BTSX","20.0","20.02561","","","","",""
"WHOSIS_000007","PUBLISHED","2010","SEAR","","LKA","BTSX","14.9","14.88095","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","LKA","BTSX","76.3","76.26894","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","LSO","MLE","10.6","10.57073","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","LSO","MLE","7.8","7.80853","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","LSO","MLE","45.1","45.07003","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","LSO","MLE","40.1","40.06226","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","LSO","FMLE","14.7","14.70431","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","LSO","FMLE","10.7","10.72156","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","LSO","FMLE","50.6","50.58294","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","LSO","FMLE","43.4","43.42096","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","LSO","FMLE","14.4","14.41580","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","LSO","BTSX","9.4","9.36080","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","LSO","BTSX","47.7","47.66742","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","LSO","BTSX","41.6","41.64214","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AFR","","LSO","BTSX","12.7","12.70422","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","LTU","MLE","69.1","69.09326","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","LTU","MLE","61.6","61.64349","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","LTU","MLE","16.9","16.88623","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","LTU","MLE","12.8","12.83164","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","LTU","FMLE","68.8","68.78410","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","LTU","FMLE","22.9","22.94586","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","LTU","FMLE","17.3","17.31886","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","LTU","FMLE","80.4","80.43407","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","LTU","BTSX","65.3","65.28436","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","LTU","BTSX","20.3","20.32473","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","LTU","BTSX","15.4","15.37627","","","","",""
